date,city,location,restaurant,dish_name,price,units_sold,weather_condition
2024-01-31,Delhi,Connaught Place,Haldiram's,Chicken Biryani,250,31,Rainy
2024-01-26,Delhi,Connaught Place,Zaika-e-Dilli,Amritsari Kulcha,160,69,Cool
2024-06-10,Delhi,Lajpat Nagar,Biryani Blues,Aloo Tikki,80,14,Cool
2024-03-09,Delhi,Vasant Kunj,The Spice Route,North Indian Thali,200,141,Cloudy
2024-03-02,Delhi,Chandni Chowk,Zaika-e-Dilli,Chicken Biryani,250,118,Cool
2024-05-20,Delhi,Dwarka,Delhi Darbar,Momos,100,135,Cool
2024-02-10,Delhi,Saket,Delhi Darbar,North Indian Thali,200,29,Cloudy
2024-03-19,Delhi,Janakpuri,Haldiram's,Chole Bhature,120,83,Humid
2024-01-28,Delhi,Connaught Place,Flavors of Delhi,Aloo Tikki,80,107,Humid
2024-03-22,Delhi,Saket,Haldiram's,Amritsari Kulcha,160,85,Cool
2024-03-31,Delhi,Lajpat Nagar,The Spice Route,Momos,100,133,Humid
2024-01-24,Delhi,Karol Bagh,Zaika-e-Dilli,Amritsari Kulcha,160,111,Humid
2024-04-12,Delhi,Saket,Haldiram's,Rajma Chawal,140,110,Humid
2024-05-11,Delhi,Karol Bagh,Biryani Blues,Dal Makhani,180,31,Sunny
2024-05-21,Delhi,Janakpuri,Haldiram's,Dal Makhani,180,90,Humid
2024-05-12,Delhi,Karol Bagh,Punjab Grill,Paneer Butter Masala,220,121,Cloudy
2024-04-24,Delhi,Karol Bagh,Haldiram's,Momos,100,80,Cool
2024-01-04,Delhi,Karol Bagh,The Spice Route,Momos,100,115,Rainy
2024-01-07,Delhi,Lajpat Nagar,Local Zaika,Paneer Butter Masala,220,138,Sunny
2024-04-01,Delhi,Karol Bagh,Zaika-e-Dilli,Paneer Butter Masala,220,80,Rainy
2024-05-28,Delhi,Rohini,Local Zaika,Chicken Biryani,250,90,Cool
2024-01-04,Delhi,Saket,The Spice Route,Rajma Chawal,140,150,Cool
2024-03-27,Delhi,Janakpuri,Delhi Darbar,North Indian Thali,200,84,Sunny
2024-03-24,Delhi,Hauz Khas,Haldiram's,North Indian Thali,200,135,Cool
2024-04-15,Delhi,Vasant Kunj,Biryani Blues,Amritsari Kulcha,160,10,Cloudy
2024-01-29,Delhi,Dwarka,Haldiram's,Butter Naan,40,91,Sunny
2024-06-19,Delhi,Saket,Delhi Darbar,Chicken Biryani,250,75,Cool
2024-06-21,Delhi,Hauz Khas,The Spice Route,North Indian Thali,200,131,Humid
2024-04-05,Delhi,Saket,Zaika-e-Dilli,Aloo Tikki,80,19,Rainy
2024-06-11,Delhi,Chandni Chowk,Flavors of Delhi,Momos,100,124,Humid
2024-03-14,Delhi,Hauz Khas,Biryani Blues,Momos,100,30,Cloudy
2024-05-15,Delhi,Chandni Chowk,Haldiram's,Momos,100,53,Cloudy
2024-04-16,Delhi,Vasant Kunj,Punjab Grill,Chicken Biryani,250,142,Cloudy
2024-05-21,Delhi,Rohini,Haldiram's,Chicken Biryani,250,61,Rainy
2024-04-03,Delhi,Dwarka,Local Zaika,Rajma Chawal,140,16,Humid
2024-02-10,Delhi,Karol Bagh,Local Zaika,Aloo Tikki,80,61,Cloudy
2024-01-16,Delhi,Lajpat Nagar,Flavors of Delhi,North Indian Thali,200,110,Cloudy
2024-05-13,Delhi,Vasant Kunj,Biryani Blues,Butter Naan,40,127,Cloudy
2024-03-15,Delhi,Dwarka,Haldiram's,North Indian Thali,200,117,Cloudy
2024-03-15,Delhi,Hauz Khas,The Spice Route,North Indian Thali,200,17,Cool
2024-05-21,Delhi,Chandni Chowk,Haldiram's,Amritsari Kulcha,160,94,Rainy
2024-06-16,Delhi,Rohini,Flavors of Delhi,North Indian Thali,200,26,Humid
2024-01-19,Delhi,Janakpuri,Delhi Darbar,Butter Naan,40,88,Cloudy
2024-04-26,Delhi,Janakpuri,The Spice Route,Chole Bhature,120,87,Humid
2024-06-04,Delhi,Connaught Place,Delhi Darbar,Chicken Biryani,250,27,Cool
2024-05-24,Delhi,Hauz Khas,Local Zaika,Momos,100,110,Sunny
2024-01-13,Delhi,Chandni Chowk,Biryani Blues,Aloo Tikki,80,132,Sunny
2024-03-06,Delhi,Saket,Biryani Blues,Momos,100,125,Humid
2024-02-22,Delhi,Dwarka,Delhi Darbar,Chole Bhature,120,104,Cloudy
2024-05-17,Delhi,Lajpat Nagar,Zaika-e-Dilli,Paneer Butter Masala,220,32,Rainy
2024-03-30,Delhi,Karol Bagh,The Spice Route,Momos,100,90,Sunny
2024-06-24,Delhi,Dwarka,Zaika-e-Dilli,Rajma Chawal,140,17,Cool
2024-06-14,Delhi,Rohini,Delhi Darbar,Chole Bhature,120,150,Sunny
2024-04-15,Delhi,Saket,Delhi Darbar,Momos,100,76,Cloudy
2024-03-20,Delhi,Lajpat Nagar,Local Zaika,Momos,100,14,Rainy
2024-05-11,Delhi,Lajpat Nagar,Local Zaika,Chicken Biryani,250,56,Cloudy
2024-01-20,Delhi,Karol Bagh,Local Zaika,Chicken Biryani,250,38,Cloudy
2024-01-30,Delhi,Dwarka,Delhi Darbar,Dal Makhani,180,70,Cool
2024-02-26,Delhi,Lajpat Nagar,Delhi Darbar,Momos,100,150,Cloudy
2024-03-03,Delhi,Rohini,Local Zaika,Aloo Tikki,80,84,Humid
2024-05-21,Delhi,Vasant Kunj,Haldiram's,Chole Bhature,120,43,Sunny
2024-03-04,Delhi,Chandni Chowk,The Spice Route,Momos,100,69,Cool
2024-03-02,Delhi,Dwarka,Biryani Blues,Chicken Biryani,250,60,Rainy
2024-03-27,Delhi,Vasant Kunj,Local Zaika,Chicken Biryani,250,124,Cool
2024-04-05,Delhi,Lajpat Nagar,Flavors of Delhi,Paneer Butter Masala,220,120,Sunny
2024-05-18,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,96,Humid
2024-02-10,Delhi,Karol Bagh,Haldiram's,Paneer Butter Masala,220,131,Sunny
2024-05-21,Delhi,Karol Bagh,Delhi Darbar,North Indian Thali,200,121,Cloudy
2024-06-17,Delhi,Rohini,Local Zaika,North Indian Thali,200,46,Cloudy
2024-05-02,Delhi,Chandni Chowk,Punjab Grill,Butter Naan,40,65,Rainy
2024-01-25,Delhi,Rohini,Biryani Blues,Momos,100,124,Cool
2024-05-05,Delhi,Dwarka,Zaika-e-Dilli,Paneer Butter Masala,220,86,Cloudy
2024-01-17,Delhi,Karol Bagh,Punjab Grill,Dal Makhani,180,113,Sunny
2024-05-25,Delhi,Rohini,Biryani Blues,Aloo Tikki,80,66,Cool
2024-06-25,Delhi,Hauz Khas,The Spice Route,Chicken Biryani,250,88,Rainy
2024-03-24,Delhi,Connaught Place,Delhi Darbar,Momos,100,146,Rainy
2024-01-29,Delhi,Chandni Chowk,Local Zaika,Amritsari Kulcha,160,132,Humid
2024-03-06,Delhi,Rohini,Local Zaika,Chicken Biryani,250,32,Cool
2024-04-19,Delhi,Hauz Khas,Delhi Darbar,Rajma Chawal,140,64,Rainy
2024-04-15,Delhi,Hauz Khas,Delhi Darbar,Butter Naan,40,147,Cloudy
2024-03-10,Delhi,Rohini,The Spice Route,North Indian Thali,200,94,Cloudy
2024-03-07,Delhi,Rohini,Local Zaika,Momos,100,16,Cloudy
2024-04-23,Delhi,Hauz Khas,Punjab Grill,North Indian Thali,200,96,Humid
2024-04-04,Delhi,Saket,Zaika-e-Dilli,North Indian Thali,200,97,Cloudy
2024-03-10,Delhi,Janakpuri,Delhi Darbar,Amritsari Kulcha,160,101,Cloudy
2024-06-13,Delhi,Janakpuri,Delhi Darbar,North Indian Thali,200,25,Rainy
2024-03-27,Delhi,Lajpat Nagar,Local Zaika,Chicken Biryani,250,122,Humid
2024-04-28,Delhi,Dwarka,Biryani Blues,Momos,100,143,Sunny
2024-03-30,Delhi,Lajpat Nagar,Delhi Darbar,Amritsari Kulcha,160,52,Cool
2024-01-01,Delhi,Saket,Haldiram's,Butter Naan,40,119,Cool
2024-02-17,Delhi,Connaught Place,Flavors of Delhi,Chicken Biryani,250,52,Cool
2024-06-13,Delhi,Karol Bagh,Local Zaika,Momos,100,25,Cloudy
2024-03-28,Delhi,Dwarka,Delhi Darbar,Rajma Chawal,140,100,Cloudy
2024-03-02,Delhi,Saket,The Spice Route,Amritsari Kulcha,160,44,Cloudy
2024-03-27,Delhi,Chandni Chowk,Punjab Grill,Aloo Tikki,80,95,Cloudy
2024-03-12,Delhi,Lajpat Nagar,The Spice Route,Rajma Chawal,140,12,Rainy
2024-03-13,Delhi,Karol Bagh,Flavors of Delhi,Butter Naan,40,58,Cool
2024-02-10,Delhi,Vasant Kunj,Biryani Blues,Aloo Tikki,80,106,Rainy
2024-02-01,Delhi,Rohini,Local Zaika,Amritsari Kulcha,160,127,Rainy
2024-03-01,Delhi,Chandni Chowk,Local Zaika,Chole Bhature,120,108,Rainy
2024-02-17,Delhi,Chandni Chowk,Biryani Blues,Momos,100,133,Cool
2024-06-03,Delhi,Rohini,Flavors of Delhi,Chole Bhature,120,134,Cloudy
2024-02-12,Delhi,Hauz Khas,Punjab Grill,Chole Bhature,120,111,Rainy
2024-01-09,Delhi,Hauz Khas,Delhi Darbar,Amritsari Kulcha,160,65,Cloudy
2024-01-12,Delhi,Hauz Khas,The Spice Route,Chole Bhature,120,149,Cloudy
2024-06-19,Delhi,Dwarka,Flavors of Delhi,Aloo Tikki,80,58,Humid
2024-02-07,Delhi,Vasant Kunj,Haldiram's,Dal Makhani,180,64,Rainy
2024-01-24,Delhi,Lajpat Nagar,Local Zaika,Butter Naan,40,109,Sunny
2024-03-22,Delhi,Lajpat Nagar,Haldiram's,Chicken Biryani,250,24,Cloudy
2024-01-01,Delhi,Saket,Punjab Grill,Momos,100,75,Humid
2024-01-09,Delhi,Lajpat Nagar,Local Zaika,Chicken Biryani,250,65,Sunny
2024-03-08,Delhi,Karol Bagh,Haldiram's,Rajma Chawal,140,72,Sunny
2024-01-24,Delhi,Karol Bagh,The Spice Route,Paneer Butter Masala,220,125,Rainy
2024-05-02,Delhi,Lajpat Nagar,Haldiram's,Butter Naan,40,105,Rainy
2024-06-06,Delhi,Connaught Place,Delhi Darbar,Chole Bhature,120,132,Humid
2024-01-17,Delhi,Saket,Punjab Grill,Butter Naan,40,27,Sunny
2024-03-21,Delhi,Lajpat Nagar,Flavors of Delhi,Paneer Butter Masala,220,89,Humid
2024-01-22,Delhi,Hauz Khas,Local Zaika,Amritsari Kulcha,160,29,Rainy
2024-02-07,Delhi,Karol Bagh,The Spice Route,Paneer Butter Masala,220,85,Rainy
2024-04-04,Delhi,Dwarka,Delhi Darbar,Chicken Biryani,250,34,Cloudy
2024-05-26,Delhi,Dwarka,Punjab Grill,Momos,100,61,Humid
2024-03-26,Delhi,Hauz Khas,Local Zaika,Paneer Butter Masala,220,14,Cloudy
2024-04-03,Delhi,Janakpuri,The Spice Route,Chole Bhature,120,54,Cool
2024-02-17,Delhi,Karol Bagh,Haldiram's,Rajma Chawal,140,141,Cool
2024-02-23,Delhi,Chandni Chowk,Zaika-e-Dilli,Butter Naan,40,72,Rainy
2024-06-05,Delhi,Karol Bagh,Flavors of Delhi,Paneer Butter Masala,220,38,Cool
2024-01-24,Delhi,Janakpuri,Flavors of Delhi,Aloo Tikki,80,83,Humid
2024-06-24,Delhi,Janakpuri,Zaika-e-Dilli,Momos,100,30,Rainy
2024-04-28,Delhi,Connaught Place,Haldiram's,North Indian Thali,200,82,Cloudy
2024-04-13,Delhi,Chandni Chowk,Biryani Blues,Amritsari Kulcha,160,116,Sunny
2024-04-06,Delhi,Chandni Chowk,Punjab Grill,Amritsari Kulcha,160,56,Cloudy
2024-06-20,Delhi,Saket,The Spice Route,Butter Naan,40,101,Rainy
2024-05-07,Delhi,Connaught Place,Haldiram's,Aloo Tikki,80,100,Sunny
2024-05-26,Delhi,Vasant Kunj,Local Zaika,Chole Bhature,120,90,Sunny
2024-04-10,Delhi,Karol Bagh,Delhi Darbar,Rajma Chawal,140,45,Cloudy
2024-02-21,Delhi,Lajpat Nagar,Biryani Blues,Momos,100,126,Cloudy
2024-02-27,Delhi,Dwarka,Flavors of Delhi,Chicken Biryani,250,106,Humid
2024-06-18,Delhi,Janakpuri,Biryani Blues,Rajma Chawal,140,39,Sunny
2024-04-12,Delhi,Lajpat Nagar,Flavors of Delhi,Rajma Chawal,140,119,Sunny
2024-06-03,Delhi,Saket,Flavors of Delhi,Paneer Butter Masala,220,110,Cool
2024-06-21,Delhi,Dwarka,Haldiram's,Momos,100,94,Sunny
2024-02-12,Delhi,Hauz Khas,The Spice Route,Dal Makhani,180,131,Cloudy
2024-05-14,Delhi,Saket,Haldiram's,Butter Naan,40,115,Sunny
2024-03-27,Delhi,Hauz Khas,Local Zaika,Chicken Biryani,250,143,Rainy
2024-06-06,Delhi,Janakpuri,The Spice Route,Chole Bhature,120,128,Cool
2024-05-02,Delhi,Janakpuri,Punjab Grill,Chicken Biryani,250,122,Rainy
2024-01-12,Delhi,Janakpuri,Delhi Darbar,Butter Naan,40,44,Rainy
2024-06-10,Delhi,Vasant Kunj,Biryani Blues,Momos,100,12,Cloudy
2024-01-10,Delhi,Connaught Place,Flavors of Delhi,Paneer Butter Masala,220,21,Sunny
2024-06-12,Delhi,Dwarka,Punjab Grill,Butter Naan,40,58,Cool
2024-04-03,Delhi,Karol Bagh,Flavors of Delhi,Paneer Butter Masala,220,20,Cloudy
2024-02-15,Delhi,Dwarka,Biryani Blues,Paneer Butter Masala,220,98,Humid
2024-01-16,Delhi,Janakpuri,Flavors of Delhi,North Indian Thali,200,134,Sunny
2024-02-21,Delhi,Lajpat Nagar,Local Zaika,Chole Bhature,120,110,Cool
2024-04-16,Delhi,Hauz Khas,Biryani Blues,North Indian Thali,200,45,Humid
2024-04-07,Delhi,Rohini,Punjab Grill,Rajma Chawal,140,119,Humid
2024-06-19,Delhi,Vasant Kunj,Biryani Blues,Amritsari Kulcha,160,66,Cloudy
2024-02-29,Delhi,Connaught Place,Flavors of Delhi,Chole Bhature,120,55,Cool
2024-05-04,Delhi,Chandni Chowk,Delhi Darbar,Amritsari Kulcha,160,81,Rainy
2024-05-24,Delhi,Karol Bagh,Local Zaika,Aloo Tikki,80,118,Sunny
2024-04-11,Delhi,Dwarka,Punjab Grill,Paneer Butter Masala,220,106,Sunny
2024-06-16,Delhi,Rohini,Local Zaika,Rajma Chawal,140,96,Sunny
2024-02-03,Delhi,Lajpat Nagar,Punjab Grill,Paneer Butter Masala,220,19,Rainy
2024-06-29,Delhi,Karol Bagh,Biryani Blues,Aloo Tikki,80,83,Sunny
2024-05-05,Delhi,Karol Bagh,Zaika-e-Dilli,North Indian Thali,200,111,Rainy
2024-03-08,Delhi,Lajpat Nagar,Haldiram's,Paneer Butter Masala,220,117,Cloudy
2024-04-12,Delhi,Janakpuri,Flavors of Delhi,Butter Naan,40,143,Humid
2024-05-08,Delhi,Chandni Chowk,The Spice Route,Dal Makhani,180,100,Cool
2024-03-08,Delhi,Karol Bagh,Biryani Blues,Dal Makhani,180,92,Humid
2024-06-12,Delhi,Vasant Kunj,Delhi Darbar,North Indian Thali,200,41,Humid
2024-06-21,Delhi,Dwarka,Haldiram's,Chole Bhature,120,86,Rainy
2024-02-27,Delhi,Vasant Kunj,Haldiram's,North Indian Thali,200,56,Sunny
2024-04-07,Delhi,Hauz Khas,The Spice Route,Aloo Tikki,80,148,Rainy
2024-05-29,Delhi,Lajpat Nagar,Zaika-e-Dilli,Amritsari Kulcha,160,82,Humid
2024-03-23,Delhi,Vasant Kunj,Flavors of Delhi,Chole Bhature,120,146,Cool
2024-03-13,Delhi,Chandni Chowk,Biryani Blues,Aloo Tikki,80,127,Cool
2024-01-22,Delhi,Rohini,Flavors of Delhi,Aloo Tikki,80,44,Humid
2024-06-28,Delhi,Connaught Place,The Spice Route,Amritsari Kulcha,160,84,Humid
2024-02-18,Delhi,Lajpat Nagar,Haldiram's,Butter Naan,40,146,Rainy
2024-02-20,Delhi,Janakpuri,The Spice Route,North Indian Thali,200,119,Cloudy
2024-04-21,Delhi,Hauz Khas,Punjab Grill,Chicken Biryani,250,119,Sunny
2024-06-22,Delhi,Janakpuri,Haldiram's,Amritsari Kulcha,160,125,Sunny
2024-06-11,Delhi,Connaught Place,Haldiram's,Butter Naan,40,111,Cloudy
2024-05-02,Delhi,Chandni Chowk,Zaika-e-Dilli,Amritsari Kulcha,160,65,Cloudy
2024-01-11,Delhi,Hauz Khas,Zaika-e-Dilli,Rajma Chawal,140,67,Rainy
2024-04-09,Delhi,Rohini,Flavors of Delhi,Aloo Tikki,80,12,Cool
2024-01-15,Delhi,Connaught Place,Local Zaika,Momos,100,41,Cool
2024-02-08,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,100,Cloudy
2024-06-17,Delhi,Karol Bagh,Haldiram's,Chicken Biryani,250,74,Cool
2024-03-04,Delhi,Dwarka,Local Zaika,Chole Bhature,120,46,Sunny
2024-05-03,Delhi,Dwarka,Biryani Blues,Butter Naan,40,17,Cloudy
2024-05-11,Delhi,Dwarka,Biryani Blues,North Indian Thali,200,47,Cool
2024-04-22,Delhi,Dwarka,The Spice Route,Butter Naan,40,27,Cloudy
2024-03-01,Delhi,Saket,Haldiram's,North Indian Thali,200,44,Cool
2024-03-23,Delhi,Lajpat Nagar,Zaika-e-Dilli,Rajma Chawal,140,105,Humid
2024-06-23,Delhi,Dwarka,The Spice Route,Momos,100,48,Cloudy
2024-01-23,Delhi,Dwarka,Haldiram's,Amritsari Kulcha,160,72,Cloudy
2024-03-18,Delhi,Chandni Chowk,The Spice Route,Paneer Butter Masala,220,14,Cloudy
2024-04-20,Delhi,Saket,Haldiram's,Chicken Biryani,250,63,Rainy
2024-04-03,Delhi,Saket,Punjab Grill,Butter Naan,40,18,Sunny
2024-05-24,Delhi,Janakpuri,Biryani Blues,Chicken Biryani,250,116,Cool
2024-02-22,Delhi,Karol Bagh,Haldiram's,Amritsari Kulcha,160,47,Cool
2024-06-10,Delhi,Rohini,Punjab Grill,Momos,100,28,Sunny
2024-05-19,Delhi,Janakpuri,Punjab Grill,Chicken Biryani,250,102,Sunny
2024-04-13,Delhi,Chandni Chowk,Haldiram's,Chicken Biryani,250,71,Cool
2024-03-03,Delhi,Connaught Place,Punjab Grill,Momos,100,106,Rainy
2024-01-18,Delhi,Karol Bagh,Biryani Blues,North Indian Thali,200,74,Cloudy
2024-03-16,Delhi,Dwarka,Local Zaika,Amritsari Kulcha,160,120,Cool
2024-04-21,Delhi,Vasant Kunj,Local Zaika,North Indian Thali,200,21,Sunny
2024-04-30,Delhi,Vasant Kunj,The Spice Route,Momos,100,85,Cloudy
2024-04-03,Delhi,Connaught Place,Biryani Blues,North Indian Thali,200,127,Cloudy
2024-02-14,Delhi,Lajpat Nagar,Flavors of Delhi,Butter Naan,40,72,Cool
2024-02-20,Delhi,Connaught Place,Biryani Blues,Momos,100,44,Cool
2024-05-05,Delhi,Saket,Zaika-e-Dilli,Butter Naan,40,13,Cool
2024-03-17,Delhi,Dwarka,Delhi Darbar,Chole Bhature,120,69,Cloudy
2024-04-22,Delhi,Dwarka,Punjab Grill,Momos,100,45,Rainy
2024-06-15,Delhi,Saket,The Spice Route,Rajma Chawal,140,99,Rainy
2024-03-17,Delhi,Karol Bagh,Local Zaika,Amritsari Kulcha,160,12,Humid
2024-04-13,Delhi,Janakpuri,Flavors of Delhi,Paneer Butter Masala,220,136,Sunny
2024-01-14,Delhi,Dwarka,Delhi Darbar,Rajma Chawal,140,139,Sunny
2024-06-17,Delhi,Rohini,Zaika-e-Dilli,Amritsari Kulcha,160,125,Cloudy
2024-03-30,Delhi,Saket,Punjab Grill,Amritsari Kulcha,160,143,Sunny
2024-02-04,Delhi,Janakpuri,Zaika-e-Dilli,Aloo Tikki,80,40,Rainy
2024-02-09,Delhi,Rohini,Biryani Blues,Dal Makhani,180,135,Humid
2024-01-06,Delhi,Rohini,Biryani Blues,Aloo Tikki,80,77,Humid
2024-04-15,Delhi,Dwarka,Biryani Blues,Aloo Tikki,80,16,Cool
2024-04-19,Delhi,Lajpat Nagar,Biryani Blues,Chicken Biryani,250,31,Cloudy
2024-01-14,Delhi,Lajpat Nagar,Delhi Darbar,Paneer Butter Masala,220,101,Humid
2024-03-18,Delhi,Connaught Place,Biryani Blues,Chole Bhature,120,56,Sunny
2024-04-29,Delhi,Vasant Kunj,Delhi Darbar,Dal Makhani,180,89,Humid
2024-06-28,Delhi,Hauz Khas,Biryani Blues,Amritsari Kulcha,160,135,Humid
2024-01-23,Delhi,Connaught Place,Zaika-e-Dilli,North Indian Thali,200,28,Sunny
2024-01-28,Delhi,Karol Bagh,Haldiram's,Chicken Biryani,250,144,Sunny
2024-03-18,Delhi,Hauz Khas,Haldiram's,Momos,100,92,Rainy
2024-01-31,Delhi,Janakpuri,The Spice Route,North Indian Thali,200,131,Cloudy
2024-03-29,Delhi,Rohini,Delhi Darbar,North Indian Thali,200,129,Humid
2024-05-03,Delhi,Saket,Zaika-e-Dilli,Butter Naan,40,44,Humid
2024-03-14,Delhi,Chandni Chowk,Local Zaika,Chicken Biryani,250,139,Rainy
2024-04-28,Delhi,Dwarka,The Spice Route,Rajma Chawal,140,146,Sunny
2024-02-05,Delhi,Rohini,Punjab Grill,North Indian Thali,200,78,Sunny
2024-02-14,Delhi,Lajpat Nagar,The Spice Route,Butter Naan,40,12,Cool
2024-03-26,Delhi,Lajpat Nagar,Punjab Grill,Momos,100,11,Cool
2024-03-30,Delhi,Janakpuri,Punjab Grill,Dal Makhani,180,52,Cool
2024-02-27,Delhi,Lajpat Nagar,The Spice Route,Butter Naan,40,146,Sunny
2024-04-09,Delhi,Hauz Khas,Biryani Blues,Aloo Tikki,80,49,Humid
2024-03-29,Delhi,Connaught Place,Flavors of Delhi,North Indian Thali,200,54,Cool
2024-01-28,Delhi,Vasant Kunj,Haldiram's,North Indian Thali,200,107,Cool
2024-05-18,Delhi,Dwarka,Punjab Grill,Rajma Chawal,140,113,Rainy
2024-06-19,Delhi,Karol Bagh,Haldiram's,Chole Bhature,120,118,Sunny
2024-06-22,Delhi,Vasant Kunj,Flavors of Delhi,Momos,100,109,Rainy
2024-06-21,Delhi,Lajpat Nagar,Flavors of Delhi,Amritsari Kulcha,160,108,Rainy
2024-02-15,Delhi,Chandni Chowk,Haldiram's,Butter Naan,40,68,Humid
2024-05-14,Delhi,Hauz Khas,Local Zaika,Paneer Butter Masala,220,144,Cloudy
2024-01-08,Delhi,Connaught Place,Local Zaika,Amritsari Kulcha,160,107,Rainy
2024-03-22,Delhi,Connaught Place,Zaika-e-Dilli,Butter Naan,40,24,Humid
2024-02-19,Delhi,Chandni Chowk,Delhi Darbar,Aloo Tikki,80,96,Cloudy
2024-01-06,Delhi,Chandni Chowk,Zaika-e-Dilli,North Indian Thali,200,73,Rainy
2024-05-24,Delhi,Saket,Zaika-e-Dilli,Chole Bhature,120,87,Humid
2024-06-02,Delhi,Saket,Delhi Darbar,Paneer Butter Masala,220,74,Rainy
2024-06-18,Delhi,Hauz Khas,The Spice Route,Amritsari Kulcha,160,119,Cool
2024-05-22,Delhi,Vasant Kunj,Local Zaika,Chicken Biryani,250,25,Cloudy
2024-02-26,Delhi,Connaught Place,Delhi Darbar,Dal Makhani,180,55,Cool
2024-01-12,Delhi,Lajpat Nagar,Local Zaika,North Indian Thali,200,104,Rainy
2024-01-27,Delhi,Janakpuri,Delhi Darbar,Amritsari Kulcha,160,143,Sunny
2024-03-04,Delhi,Vasant Kunj,Punjab Grill,Butter Naan,40,48,Cool
2024-04-06,Delhi,Chandni Chowk,Local Zaika,Paneer Butter Masala,220,32,Cool
2024-03-30,Delhi,Connaught Place,Delhi Darbar,Rajma Chawal,140,120,Sunny
2024-01-12,Delhi,Connaught Place,Punjab Grill,Chole Bhature,120,64,Cloudy
2024-05-08,Delhi,Karol Bagh,Biryani Blues,Aloo Tikki,80,83,Rainy
2024-01-12,Delhi,Dwarka,Local Zaika,Paneer Butter Masala,220,111,Cloudy
2024-06-21,Delhi,Hauz Khas,Local Zaika,Paneer Butter Masala,220,126,Cloudy
2024-02-10,Delhi,Connaught Place,Flavors of Delhi,Momos,100,121,Humid
2024-06-14,Delhi,Vasant Kunj,Punjab Grill,Aloo Tikki,80,90,Cloudy
2024-04-29,Delhi,Saket,Zaika-e-Dilli,Rajma Chawal,140,72,Cool
2024-03-13,Delhi,Dwarka,Punjab Grill,Aloo Tikki,80,32,Humid
2024-05-26,Delhi,Connaught Place,Biryani Blues,Aloo Tikki,80,116,Cloudy
2024-04-15,Delhi,Rohini,Flavors of Delhi,Butter Naan,40,87,Humid
2024-06-28,Delhi,Rohini,Zaika-e-Dilli,Amritsari Kulcha,160,105,Cool
2024-06-13,Delhi,Janakpuri,Zaika-e-Dilli,Butter Naan,40,37,Sunny
2024-06-18,Delhi,Chandni Chowk,Flavors of Delhi,Dal Makhani,180,111,Cool
2024-02-16,Delhi,Saket,Biryani Blues,Momos,100,141,Rainy
2024-03-03,Delhi,Rohini,Biryani Blues,Aloo Tikki,80,29,Humid
2024-05-28,Delhi,Dwarka,Local Zaika,Aloo Tikki,80,95,Sunny
2024-02-10,Delhi,Karol Bagh,Biryani Blues,Dal Makhani,180,93,Cool
2024-02-18,Delhi,Rohini,Haldiram's,Rajma Chawal,140,100,Rainy
2024-05-25,Delhi,Connaught Place,Delhi Darbar,Butter Naan,40,104,Rainy
2024-05-11,Delhi,Dwarka,Delhi Darbar,Paneer Butter Masala,220,75,Cloudy
2024-03-23,Delhi,Saket,Punjab Grill,Dal Makhani,180,39,Rainy
2024-01-22,Delhi,Dwarka,Local Zaika,North Indian Thali,200,30,Humid
2024-03-30,Delhi,Saket,Local Zaika,Aloo Tikki,80,101,Cool
2024-05-10,Delhi,Rohini,Biryani Blues,Chole Bhature,120,91,Rainy
2024-04-29,Delhi,Janakpuri,Zaika-e-Dilli,Butter Naan,40,87,Rainy
2024-02-02,Delhi,Lajpat Nagar,The Spice Route,Dal Makhani,180,86,Sunny
2024-06-15,Delhi,Chandni Chowk,Zaika-e-Dilli,Amritsari Kulcha,160,116,Rainy
2024-03-18,Delhi,Chandni Chowk,Punjab Grill,Aloo Tikki,80,29,Cool
2024-02-23,Delhi,Hauz Khas,Delhi Darbar,Chicken Biryani,250,58,Sunny
2024-06-27,Delhi,Vasant Kunj,Zaika-e-Dilli,Butter Naan,40,15,Sunny
2024-05-18,Delhi,Chandni Chowk,Zaika-e-Dilli,Momos,100,78,Sunny
2024-03-13,Delhi,Janakpuri,Zaika-e-Dilli,Chole Bhature,120,23,Sunny
2024-02-06,Delhi,Karol Bagh,Punjab Grill,Rajma Chawal,140,118,Cloudy
2024-06-23,Delhi,Karol Bagh,Biryani Blues,North Indian Thali,200,130,Rainy
2024-05-06,Delhi,Vasant Kunj,Haldiram's,Butter Naan,40,105,Humid
2024-05-17,Delhi,Karol Bagh,The Spice Route,North Indian Thali,200,47,Rainy
2024-02-06,Delhi,Lajpat Nagar,The Spice Route,Amritsari Kulcha,160,65,Cool
2024-03-12,Delhi,Lajpat Nagar,Delhi Darbar,Butter Naan,40,40,Sunny
2024-01-28,Delhi,Vasant Kunj,Zaika-e-Dilli,Paneer Butter Masala,220,42,Cloudy
2024-01-27,Delhi,Vasant Kunj,Flavors of Delhi,Dal Makhani,180,75,Cool
2024-04-02,Delhi,Dwarka,The Spice Route,Chole Bhature,120,102,Cloudy
2024-03-22,Delhi,Lajpat Nagar,The Spice Route,Rajma Chawal,140,145,Sunny
2024-01-04,Delhi,Connaught Place,Delhi Darbar,Momos,100,124,Sunny
2024-02-29,Delhi,Connaught Place,Punjab Grill,Aloo Tikki,80,107,Sunny
